Hash;Publication Date;Title;Description;Link
1def21f42d64df9f6cfd5673a43e14d5;Date is not found!;Advanced Topics in Agile Planning;When will you be done? Though this question doesn’t go away on agile projects, it does get a little …;https://www.mountaingoatsoftware.com/presentations/advanced-topics-in-agile-planning
52cbe8113f4cd20e6382832479801d54;Date is not found!;ADAPTing to Enterprise Agile;You’ve likely heard of agile development processes like Scrum and XP. You might have even begun to …;https://www.mountaingoatsoftware.com/presentations/adapting-to-enterprise-agile
256a7ed0a2d43a092ee58d8beeaab426;Date is not found!;ADAPTing to Agile;You know that you want to become a more agile development organization, but you aren’t sure how to …;https://www.mountaingoatsoftware.com/presentations/adapting-to-agile
60b519ab5c22b7b6be9430fde8eb1355;Apr 08, 2012;Daily Scrum: Not Just for ScrumMasters;I prefer to think of the daily scrum as a synchronization meeting.;https://www.mountaingoatsoftware.com/blog/daily-scrum-not-just-for-scrummasters
fcffc08cb3065fd5e3facc69e5ef8d6c;Apr 02, 2012;Check In, Don’t Check Up;Learn 4 key things a good ScrumMaster or agile project manager can do to avoid crossing the line …;https://www.mountaingoatsoftware.com/blog/check-in-dont-check-up
66ecd154f217671512fd181878cc7be4;Mar 14, 2012;GASPing About the Product Backlog;I've been wondering lately if Scrum is on the verge of getting a new standard meeting--the Backlog …;https://www.mountaingoatsoftware.com/blog/gasping-about-the-product-backlog
7386d419527da765915823f540812bf3;Feb 24, 2012;Interview on National Public Radio about Daily Standups;Mike Cohn is interviewed by Sarah Gardner from National Public Radio on the importance of the daily …;https://www.mountaingoatsoftware.com/blog/interview-on-national-public-radio-about-daily-standups
8dc7286793e7cd506273ffde24ebb350;Feb 19, 2012;Points Are About Relative Effort Not Ranking;Story points on an agile product backlog represent the effort to implement the backlog item.;https://www.mountaingoatsoftware.com/blog/points-are-about-relative-effort-not-ranking
c30ea686adf58c191028f6e37c36d1f2;Feb 13, 2012;Agile Succeeds Three Times More Often Than Waterfall;Agile projects are successful three times more often than non-agile projects, according to the 2011 …;https://www.mountaingoatsoftware.com/blog/agile-succeeds-three-times-more-often-than-waterfall
58d090a39d2378d9c2795281f3943182;Feb 06, 2012;Estimating and Planning Are Necessary for Maximizing Delivered Value;Planning is the act of thinking about the future. Sometimes that future holds risk and uncertainty. …;https://www.mountaingoatsoftware.com/blog/estimating-and-planning-are-necessary-for-maximizing-delivered-value
6d258cb78b2d5781634887ce77652e35;Date is not found!;Announcing an Online Agile Estimating and Planning Course;Description is not found!;https://www.mountaingoatsoftware.com/blog/announcing-an-online-agile-estimating-and-planning-course
7d8b5609ae31e56dab477fc5bc34558a;Jan 26, 2012;Rotating the ScrumMaster Role;If you want your Scrum team to be the best it can be, I do not recommend that you make a habit of …;https://www.mountaingoatsoftware.com/blog/rotating-the-scrummaster-role
a2d4354f1c7497dfb1118259a5d8b8d4;Jan 03, 2012;Please Help Me List the Problems with Using Agile or Scrum;I'm trying to create a list of the biggest, most common, or hardest to overcome agile problems that …;https://www.mountaingoatsoftware.com/blog/please-help-me-list-the-problems-with-using-agile-or-scrum
67cd53f68ffba14c15423196887b6020;Jan 02, 2012;Recommendations, Not Rules;I recommend that the team pick a day other than Mondays for starting their iterations. I recommend …;https://www.mountaingoatsoftware.com/blog/recommendations-not-rules
e9637ae0f86c93277edd2031799cd208;Nov 28, 2011;In Defense of Large Numbers;Removing the large values from a deck of Planning Poker cards is like deciding to strike millions …;https://www.mountaingoatsoftware.com/blog/in-defense-of-large-numbers
36d8768fb26ee02f60522fac7095fe43;Oct 24, 2011;User Stories, Epics and Themes;I've been getting more and more emails lately from people confused about the difference between …;https://www.mountaingoatsoftware.com/blog/stories-epics-and-themes
c2728470e288278fe5072d43c368d51d;Oct 03, 2011;Agile in the Age of Hyperspecialization;Agile does not at all require individuals to be generalists, but individuals are expected to work …;https://www.mountaingoatsoftware.com/blog/agile-in-the-age-of-hyperspecialization
5d9ada9ea2f3863e7ac0f033ce2a484e;Sep 25, 2011;Simulating a Project by Resampling Velocity;Resampling is based on the idea that things we’ll observe in the future will be similar to the …;https://www.mountaingoatsoftware.com/blog/simulating-a-project-by-resampling-velocity
2f56f99da7d00b85cb0117f9e1ead8a4;Sep 19, 2011;Seeing How Well a Team’s Story Points Align from One to Eight;The topic of how well a team estimates two point stories relative to one point stories (and so on) …;https://www.mountaingoatsoftware.com/blog/seeing-how-well-a-teams-story-points-align-from-one-to-eight
72ffec69894bafea905066d985d25145;Sep 16, 2011;Estimating a Full Backlog Based on a Sample of It;How do we estimate how many hours it will take to deliver a given product backlog if we have no …;https://www.mountaingoatsoftware.com/blog/estimating-a-full-backlog-based-on-a-sample-of-it
fd370d0a5c8b9b1bb86fc0921a42693b;Aug 26, 2011;Case Study on ePlan Services;I'm in the midst of reading Specification by Example by Gojko Adzic. I'm a big fan of his earlier, …;https://www.mountaingoatsoftware.com/blog/case-study-on-eplan-services
d61e63cec6178642883dc539fe27095f;Jul 26, 2011;Protecting the Team Cuts Both Ways;ScrumMasters need to protect Agile teams from more than just overly aggressive product owners. …;https://www.mountaingoatsoftware.com/blog/protecting-the-team-cuts-both-ways
95d930536c284c2c199022afe8eb11b1;Jul 01, 2011;A Sample Format for a Spreadsheet-Based Product Backlog;I want to show a real easy way to put user stories in a spreadsheet-based product backlog. I wrote …;https://www.mountaingoatsoftware.com/blog/a-sample-format-for-a-spreadsheet-based-product-backlog
3b33a9e919adfafb43743b0354c267ba;Jun 19, 2011;Estimating Non-Functional Requirements;Doing performance testing creates some amount of overhead on the team (the tax). This overhead or …;https://www.mountaingoatsoftware.com/blog/estimating-non-functional-requirements
8637c9a19dcf97f93a6f14be1230c0a3;Jun 04, 2011;Time as a Competitive Advantage;An article I read in 1988 has always stuck with me. The article was “Time–The Next Source of …;https://www.mountaingoatsoftware.com/blog/time-as-a-competitive-advantage
502f20484e4c6f391570c58e93eea2a8;May 06, 2011;A New Artifact - The Long-Term Product Backlog;Left unattended, a product backlog can become large and hard to work with. If your backlog has …;https://www.mountaingoatsoftware.com/blog/a-new-artifact-the-long-term-product-backlog
255a2c0ec32935ccc470a360e4c3d724;Apr 15, 2011;Scrum Alliance & PMI: A Day at the Museum;While the Scrum Alliance and PMI are competitors in some ways, they each serve a common audience, …;https://www.mountaingoatsoftware.com/blog/scrum-alliance-pmi-a-day-at-the-museum
3405a59f740a41a7758fb1e7d66101fd;Mar 06, 2011;In Defense of Making Hard Changes;Scrum doesn't solve problems, it uncovers them and puts them in our face.;https://www.mountaingoatsoftware.com/blog/in-defense-of-making-hard-changes
8fbcd8a61b108bf1a22e52da98470233;Feb 11, 2011;Reflections on the 10 Years Since the Agile Manifesto;Ten years from now I hope we’ve stopped calling it agile. I hope we’ve stopped calling it anything …;https://www.mountaingoatsoftware.com/blog/reflections-on-the-10-years-since-the-agile-manifesto
464498f88553a4bd112e881439c606f3;Jan 15, 2011;Deciding What Kind of Projects are Most Suited for Agile;Agile is most appropriate on any urgent project with significant complexity and novelty--and that …;https://www.mountaingoatsoftware.com/blog/deciding-what-kind-of-projects-are-most-suited-for-agile
7050741154fb4594b35a9fb12391466b;Jan 06, 2011;5 Free Agile & Scrum Tools for Project Planning and Prioritizing;Mountain Goat Software and Mike Cohn, author and Agile Scrum expert, have announced the release of …;https://www.mountaingoatsoftware.com/blog/5-free-agile-scrum-tools-for-project-planning-and-prioritizing
404060e1d389c1c60113454597991cad;Nov 13, 2010;Should Story Points Be Assigned to a Bug Fixing Story?;My usual recommendation is to assign points to bug fixing the agile defects. This really achieves …;https://www.mountaingoatsoftware.com/blog/should-story-points-be-assigned-to-a-bug-fixing-story
e7d2c6f4d7a607fa8c4b919dd752bac3;Nov 03, 2010;Choosing to Start Small or Go All In when Adopting Agile;When it comes to transitioning to agile a lot of companies wonder whether it is best to start small …;https://www.mountaingoatsoftware.com/articles/choosing-to-start-small-or-go-all-in-when-adopting-agile
6a4daaf434066b86179b2369b4b1fe69;Oct 22, 2010;New Book from Steve Denning on Agile at the Company Level;Leader's Guide to Radical Management If you want to see want agile look likes when applied at the …;https://www.mountaingoatsoftware.com/blog/new-book-from-steve-denning-on-agile-at-the-company-level
8774ca6db76a9ce3168ca98311231f5e;Oct 10, 2010;Avast Combining the ScrumMaster and Product Owner, Matey!;A common question is whether it's acceptable to combine the role of product and ScrumMaster and …;https://www.mountaingoatsoftware.com/blog/avast-combining-the-scrummaster-and-product-owner-matey
1f4043b7ad276b4428b3475cd11fdc00;Sep 19, 2010;The Problems with Estimating Business Value;When we get features that are too small (as good user stories are), it is very difficult to put a …;https://www.mountaingoatsoftware.com/blog/the-problems-with-estimating-business-value
a194ead0d4a3b825627f3a7f6938ab29;Aug 31, 2010;The Roles of the Project Management Office in Scrum;A project management office (PMO) that is engaged in and supportive of transitioning to Scrum can …;https://www.mountaingoatsoftware.com/articles/the-roles-of-the-project-management-office-in-scrum
b395da71b8cf3a99eb5d050015500cf3;Aug 16, 2010;My Agile Books Made a List of Top 100 Agile Books;My three books on agile made this list of The Top 100 Agile Books by Jurgen Appelo.;https://www.mountaingoatsoftware.com/blog/my-agile-books-made-a-list-of-top-100-agile-books
fd2747e1ce2a56af3b4d037644745b5c;Aug 07, 2010;Rapid Feedback and the America’s Cup;Getting close to their customer and using rapid feedback cycles led to Team New Zealand winning the …;https://www.mountaingoatsoftware.com/blog/rapid-feedback-and-the-americas-cup
abbca9efdfcfded83fac3bb4a7e877ec;Jul 14, 2010;Estimating Work Shared Between Two Backlog Items;It would be nearly impossible to remove all dependencies between product backlog items and so our …;https://www.mountaingoatsoftware.com/blog/estimating-work-shared-between-two-backlog-items
76768c2766f58c2ff31e02527117bc20;Jun 21, 2010;Story Points Estimate Effort Not Just Complexity;This agile estimation blog post from Mike Cohn looks at story points. Learn why user story points …;https://www.mountaingoatsoftware.com/blog/its-effort-not-complexity
550bc0f3e4bf087acccf6a3cca8ab593;Jun 17, 2010;What Does It Mean to Be Agile?;Laurie Williams, a professor at North Carolina State University, recently conducted a survey to …;https://www.mountaingoatsoftware.com/blog/what-does-it-mean-to-be-agile
29208eb7540bece6bd788becb3c55bb1;Date is not found!;Agile Game Development with Scrum;Scrum and game development go together as well as chocolate and peanut butter. In this book, …;https://www.mountaingoatsoftware.com/reviews/agile-game-development-with-scrum
a916d1e644f4a8672c27a75371f3e570;May 24, 2010;Sliding Toward Success;I’ve got a new tool to announce today—Project Success Sliders.;https://www.mountaingoatsoftware.com/blog/sliding-toward-success
eae34addd7fea542fad18cd9df123765;Date is not found!;Coaching Agile Teams;Coaching of all forms--whether of kids playing basketball or software professionals learning to …;https://www.mountaingoatsoftware.com/reviews/coaching-agile-teams
b43e3e2829f56ca77f3abdb68c5053a1;Apr 08, 2010;Managing Risk on Agile Projects with the Risk Burndown Chart;It is possible for risk management and agile project management to coexist on projects that need to …;https://www.mountaingoatsoftware.com/blog/managing-risk-on-agile-projects-with-the-risk-burndown-chart
577d3eafef3acee4b1ee6599c9ad0562;Apr 04, 2010;Agile Teamwork;High-performing Scrum teams have learned to do a little bit of everything during a sprint, thereby …;https://www.mountaingoatsoftware.com/articles/agile-teamwork
7adfc9a2922478ad89d48e8f218efe37;Apr 01, 2010;Yankees to Send Some Players Offshore;Stealing a page from the software development industry, the World Champion New York Yankees have …;https://www.mountaingoatsoftware.com/blog/yankees-to-send-some-players-offshore
2f345433a1b9b965c887fd00353b7574;Date is not found!;Agile Product Management with Scrum;As a project management framework, Scrum introduces many changes. One of the biggest is the role of …;https://www.mountaingoatsoftware.com/reviews/agile-product-management-with-scrum
881d8af3c4740c57a454c8e4f67f9f0f;Mar 09, 2010;Nine Questions to Assess Team Structure;Every Scrum project needs to decide how to organize individuals into teams. Read this blog post …;https://www.mountaingoatsoftware.com/blog/nine-questions-to-assess-team-structure
5289845207ec890b7e2dbfee6f236128;Feb 22, 2010;Distributed Teams: Build Trust through Early Progress;Teams with subgroups formed around compatible skills, attitudes and approaches to work are less …;https://www.mountaingoatsoftware.com/blog/distributed-teams-build-trust-through-early-progress
486460b23fa805833114ba1ede267294;Feb 20, 2010;Mountain Goat Software Becomes a PMI Registered Education Provider;We're proud to announce that Mountain Goat Software has become a Project Management Institute (PMI) …;https://www.mountaingoatsoftware.com/blog/mountain-goat-software-becomes-a-pmi-registered-education-provider
e51658160e0eaa7b03d232b5b5eadef7;Feb 09, 2010;Separate Estimating from Committing;Remember the difference between an estimate and a commitment and keep the two activities separate, …;https://www.mountaingoatsoftware.com/blog/separate-estimating-from-committing
042b313b60604fb53c1fb87f689d6c6f;Jan 26, 2010;Removing Team Members;People often ask me whether teams should have the right to vote members off. To help answer that …;https://www.mountaingoatsoftware.com/blog/removing-team-members
699fe7db61acc331701bf677a468fc77;Date is not found!;Mountain Goat Client Double Fine uses Scrum on Brutal Legend;Description is not found!;https://www.mountaingoatsoftware.com/blog/mountain-goat-client-double-fine-uses-scrum-on-brutal-legend
3a42603be168e6a21b4ba0e178be65ea;Jan 07, 2010;The Role of Leaders on a Self-Organizing Team;There is more to leading a self-organizing team than buying pizza and getting out of the way.;https://www.mountaingoatsoftware.com/blog/the-role-of-leaders-on-a-self-organizing-team
f4676d1aa79b67e5fd52545e92b422e5;Jan 05, 2010;Remove Finish-to-Start Activities on Agile Projects;With a little experience, most teams are able to see how to overlap some types of work and create …;https://www.mountaingoatsoftware.com/blog/remove-finish-to-start-activities-on-agile-projects
4ddf50a2a177ab9178340695d952754a;Dec 30, 2009;Mix the Sizes of the Product Backlog Items You Commit To;Scrum teams learn to work by doing a little of everything all the time.;https://www.mountaingoatsoftware.com/blog/mix-the-sizes-of-the-product-backlog-items-you-commit-to
7e471e0c38a85be4c5579e463a4b2450;Dec 28, 2009;Build Trust Between Teams with Ambassadors;I’ve found that the personal relationships established by ambassadors can be extremely valuable …;https://www.mountaingoatsoftware.com/blog/build-trust-between-teams-with-ambassadors
a0263d4542319561a609ab923b37f20b;Dec 23, 2009;Synchronize Rather Than Overlap Sprints;The biggest flaw in overlapping iterations is that there is never a time (except the end of the …;https://www.mountaingoatsoftware.com/blog/synchronize-rather-than-overlap-sprints
c7705f48974daf4888a419bd6cb32ca1;Dec 21, 2009;The Art of Compromise;The concepts of agility and project governance are not fundamentally opposed. Each is an attempt to …;https://www.mountaingoatsoftware.com/articles/the-art-of-compromise
12c88e5b1a89a91842a1c660a58b43a2;Dec 21, 2009;Reduce Manual Test Technical Debt;The first priority of a team with technical debt is to stop the bleeding, stop things from getting worse.;https://www.mountaingoatsoftware.com/blog/reduce-manual-test-technical-debt
593608bdd8cd11108a069e17d50846f5;Dec 17, 2009;The Forgotten Layer of the Test Automation Pyramid;Even before the ascendancy of agile methodologies like Scrum, we knew we should automate our tests. …;https://www.mountaingoatsoftware.com/blog/the-forgotten-layer-of-the-test-automation-pyramid
4d8def00693e58257d792ec3f8e9dc45;Dec 14, 2009;Make the Product Backlog DEEP;A DEEP product backlog is detailed appropriately, estimated, emergent and prioritized.;https://www.mountaingoatsoftware.com/blog/make-the-product-backlog-deep
c9e67f4da54905c429641a9e89b85ce8;Dec 10, 2009;The Fallacy of “One Throat to Choke”;On agile projects, is it possible to pinpoint who is responsible for a product's success or …;https://www.mountaingoatsoftware.com/blog/the-fallacy-of-one-throat-to-choke
dca819d5ffebe16d34caaa79736e5f69;Dec 07, 2009;The Benefits of Feature Teams;Moving away from component teams is a difficult but necessary step for those who want to adopt an …;https://www.mountaingoatsoftware.com/blog/the-benefits-of-feature-teams
09e00735ee7a98ac68a000d7c5e7c878;Dec 04, 2009;Agile Design: Intentional Yet Emergent;The difference on a Scrum project is not that intentional design is thrown out, but that it is done …;https://www.mountaingoatsoftware.com/blog/agile-design-intentional-yet-emergent
8aed81323ea1bc7977053d30ba7465ac;Dec 02, 2009;Four Types of Resistors When Adopting Agile;When introducing a complex change into a large organization, resistance will be inevitable.;https://www.mountaingoatsoftware.com/blog/four-types-of-resistors-when-adopting-agile
d420eeb16a731b3b6eb77dd153fc8e4b;Nov 30, 2009;Setting and Managing Expectations;Setting and managing expectations is perhaps even more important at the start of a major shift such …;https://www.mountaingoatsoftware.com/blog/setting-and-managing-expectations
cfe7ccc1637539a48544c39d59ff455d;Nov 23, 2009;Cultivate Communities of Practice;The most effective type of community of practice within Scrum organizations seems to be one that …;https://www.mountaingoatsoftware.com/blog/cultivate-communities-of-practice
6e2ba3b75cb93b4f44aa7d03269520db;Nov 19, 2009;How Do You Get from Here to Agile? Iterate.;The effort of adopting Scrum is best managed using Scrum itself.;https://www.mountaingoatsoftware.com/blog/how-do-you-get-from-here-to-agile-iterate
f3214d3c94b917b416030ba51abf3b33;Nov 16, 2009;Four Attributes of the Ideal Pilot Project;The ideal pilot project sits at the confluence of project size, project duration, project …;https://www.mountaingoatsoftware.com/blog/four-attributes-of-the-ideal-pilot-project
5cea2b7d390f3ab757fa3feca8f66ddb;Nov 12, 2009;Best Practices Are Dangerous When Adopting Agile;Like sirens singing to us from the rocks, best practices can tempt us to relax and stop the effort …;https://www.mountaingoatsoftware.com/blog/best-practices-are-dangerous-when-adopting-agile
c6474b99460ed97bcffc1253efd84247;Nov 09, 2009;There Is No End State When Transitioning to Agile;There can be no end state in a process that calls for continuous improvement.;https://www.mountaingoatsoftware.com/blog/there-is-no-end-state-when-transitioning-to-agile
a3958fdce6c8cbf9ea5a445ba52fd69b;Nov 05, 2009;Balancing Anticipation and Adaptation;A big part of an organization’s becoming agile is finding the appropriate balance between …;https://www.mountaingoatsoftware.com/blog/balancing-anticipation-and-adaptation
876c212aa7abf45410e9832f166c65bf;Date is not found!;Win a Copy (or Two) of Succeeding with Agile;Description is not found!;https://www.mountaingoatsoftware.com/blog/win-a-copy-or-two-of-succeeding-with-agile
fb8fd0a0cdf932701d46c502681ffa80;Date is not found!;Presentation on the Benefits of Agile;Description is not found!;https://www.mountaingoatsoftware.com/blog/presentation-on-the-benefits-of-agile
1061a3b82455ad4c41a9cf6f84d1f1a6;Oct 26, 2009;How to Know if Scrum Is Right for Your Project;After years of studying the problem, I've come up with a foolproof way to determine if Scrum is …;https://www.mountaingoatsoftware.com/blog/how-to-know-if-scrum-is-right-for-your-project
a0b3b214417b5da19854e63653c0ba1f;Oct 06, 2009;Using a One-Handed Clock to Convey Project Goals;The One-Handed Clock is a useful visual metaphor that can be hung in a team room.;https://www.mountaingoatsoftware.com/blog/using-a-one-handed-clock-to-convey-project-goals
7ae5743a14b3f9ffc6705aff87ccf74e;Sep 13, 2009;Ssssh….Agile Is All About Micromanaging;Yes, agile is about micromanagment, but it's about the team micromanaging themselves and for their …;https://www.mountaingoatsoftware.com/blog/ssssh....agile-is-all-about-micromanaging
6f438b8bde496476ce4d27f698b5bfcf;Jul 06, 2009;Bugs on the Product Backlog;The ideal situation is to put the bugs right onto the product backlog.;https://www.mountaingoatsoftware.com/blog/bugs-on-the-product-backlog
898102788a4b92cc259ffa78e298d91d;Date is not found!;Mountain Goat Software Client’s Scrum Program Leads to “Best Place to Work”;Description is not found!;https://www.mountaingoatsoftware.com/blog/mountain-goat-software-client-ultimate-software-use-of-scrum-leads-to-being
b1d4b1394cda60241f254032c72d42c7;May 31, 2009;Using a Task Board with One Remote Team Member;What should we do in the case when the team really likes having a task board, but when one team …;https://www.mountaingoatsoftware.com/blog/using-a-task-board-with-one-remote-team-member
f870f98304969f2c7edf23512133366c;Apr 11, 2009;Why Do Release Planning?;An agile team does release planning to avoid the same type of problems we avoid with a topographic …;https://www.mountaingoatsoftware.com/blog/why-do-release-planning
b13d108319af6872656766adc9250b76;Mar 05, 2009;The Ideal Agile Workspace;Each person on the team should ideally be able to see each other person on the team.;https://www.mountaingoatsoftware.com/blog/the-ideal-agile-workspace
f1f858eba69dd2ec10a8239a9d48a3b9;Feb 07, 2009;Why There Should Not Be a “Release Backlog”;We've already overloaded the word backlog with product backlog and sprint backlog. Why confuse …;https://www.mountaingoatsoftware.com/blog/why-there-should-not-be-a-release-backlog
9a02fba674b710be87b81c3a954d7d53;Feb 07, 2009;How Do Story Points Relate to Hours?;I'm often asked about the relationship between story points and hours. People who ask are usually …;https://www.mountaingoatsoftware.com/blog/how-do-story-points-relate-to-hours
9e15cb45cc1cc7744dccfe5b1c6f6aeb;Jan 23, 2009;A Requirements Challenge;Think of a function in MS Word that is a new function, and not just a change in the quality of …;https://www.mountaingoatsoftware.com/blog/a-requirements-challenge
f56c2423feac7340b6afa544044db3c5;Jan 15, 2009;A ScrumMaster Removing an Impediment at Apple;I've been paying a bit of extra attention today to what shakeups might be in store at Apple during …;https://www.mountaingoatsoftware.com/blog/a-scrummaster-removing-an-impediment-at-apple
36149024693a83306648ac5e475057aa;Date is not found!;Agile Testing: A Practical Guide for Testers and Agile Teams;This is an excellent book that deserves to be read by every tester on an agile project--and since …;https://www.mountaingoatsoftware.com/reviews/agile-testing
593a2f0647b638cb951ac6995c30e70d;Date is not found!;Answers to “Five Easy Questions” from Jurgen Appelo;Description is not found!;https://www.mountaingoatsoftware.com/blog/answers-to-five-easy-questions-from-jurgen-appelo
08fa0b5d648367d6200314cfc3793814;Nov 24, 2008;Clarifying the Purpose of Iteration Planning;Until I learn how to receive divine inspiration at the start of my iteration planning meetings, I'm …;https://www.mountaingoatsoftware.com/blog/clarifying-the-purpose-of-iteration-planning
d723526248aecc6728b6bfd22d77e8c2;Nov 21, 2008;Non-functional Requirements as User Stories;When writing user stories, how should agile teams handle non-functional requirements—desired …;https://www.mountaingoatsoftware.com/blog/non-functional-requirements-as-user-stories
81017caff3a8ae3bf28df5d656165a24;Oct 20, 2008;Should a Team Swarm on to One Backlog Item at a Time?;Discover whether agile teams should work on one product backlog item at a time or if it's OK for …;https://www.mountaingoatsoftware.com/blog/should-a-team-swarm-on-to-one-backlog-item-at-a-time
526c1e41f3dc3993d9e38be5d49e6717;Date is not found!;Interviewed by Software Process and Measurement Cast;Description is not found!;https://www.mountaingoatsoftware.com/blog/interviewed-by-software-process-and-measurement-cast
859834a693736a116f0f13d759bc20b1;Sep 27, 2008;Should the Daily Standup Be Person-by-Person or Story-by-Story?;Most teams do the daily standup per-person, but some encounter the problem described here and …;https://www.mountaingoatsoftware.com/blog/should-the-daily-standup-be-person-by-person-or-story-by-story
64e417a4e7c6575bc64169e3d09858ec;Aug 10, 2008;Predicting Velocity When Teams Change Frequently;As a measure of the amount of work completed in an iteration, velocity works extremely well when …;https://www.mountaingoatsoftware.com/blog/predicting-velocity-when-teams-change-frequently
fdecf437b0a54a416b536aec0dedbcad;Aug 09, 2008;Is It a Good Idea to Establish a Common Baseline for Story Points?;Some teams may respond to the pressure for their abstract measure of velocity to increase by …;https://www.mountaingoatsoftware.com/blog/is-it-a-good-idea-to-establish-a-common-baseline-for-story-points
06bc69c3d0ead6b63c2cd49b73454008;Aug 06, 2008;Establishing a Common Baseline for Story Points;A common criticism of story points is that the meaning of a story point will differ among teams.;https://www.mountaingoatsoftware.com/blog/establishing-a-common-baseline-for-story-points
7aeb23625100cdb3b74f891cde5aff55;Jul 08, 2008;Rolling Lookahead Planning;Rolling lookahead planning is a useful technique for large projects or any project with external …;https://www.mountaingoatsoftware.com/articles/rolling-lookahead-planning
2d20f09f982145aaaa2c5f29afa4d8b1;Jul 02, 2008;Visualizing a Large Product Backlog With a Treemap;Treemaps are an excellent way of visualizing large product backlogs.;https://www.mountaingoatsoftware.com/blog/visualizing-a-large-product-backlog-with-a-treemap
4f98cf917e7ad24dfd8bcf49f82f4f23;Jun 30, 2008;How To Fail With Agile;Not everyone involved in an agile transition wants the change to be successful. This …;https://www.mountaingoatsoftware.com/articles/how-to-fail-with-agile
225acfde5a949437101d0fc1baabcc94;Jun 17, 2008;Improving On Traditional Release Burndown Charts;By producing a single chart that shows both a team's rate of progress and the product backlog, we …;https://www.mountaingoatsoftware.com/blog/improving-on-traditional-release-burndown-charts
8f5019c862aa04f2e1752bbf04894ddb;Date is not found!;Software Project Manager’s Bridge to Agility;This excellent book is targeted directly at Project Management Professionals (PMPs) but will be …;https://www.mountaingoatsoftware.com/reviews/software-project-managers-bridge-to-agility
b9c73b1506833fc679d9c054fc3d7a71;May 21, 2008;Working with “Storyless Tasks”;A question I get frequently is what to do with tasks that do not belong to a particular user story …;https://www.mountaingoatsoftware.com/blog/working-with-storyless-tasks
cd2da814c25cf72a5f22d952d4b3d81f;Apr 30, 2008;The Chivalrous Team Member;In seeking to improve how we develop software, we continually inspect and adapt. While thinking …;https://www.mountaingoatsoftware.com/articles/the-chivalrous-team-member
908f3ed24bc8e7c3126efac2ccb65ab3;Apr 25, 2008;Advantages of the “As a user, I want” user story template.;In my user stories book and in all my training and conference sessions on user stories I advocate …;https://www.mountaingoatsoftware.com/blog/advantages-of-the-as-a-user-i-want-user-story-template
e7151f09de9b14d195cc385b4d7f7db3;Mar 20, 2008;Prioritizing Tasks Within a Sprint;When a team plans a sprint they make a commitment to complete the user stories they select from the …;https://www.mountaingoatsoftware.com/blog/prioritizing-tasks-within-a-sprint
49f65267cd2803d4ce383b526c5e0407;Mar 16, 2008;When Should We Estimate the Product Backlog;Sprint planning meetings typically go into deeper detail than is appropriate for product backlog …;https://www.mountaingoatsoftware.com/blog/when-should-we-estimate-the-product-backlog
085751022f70d7423f9fcfbb4fcdef7f;Feb 24, 2008;Writing User Stories for Back-end Systems;I was asked recently how to go about writing user stories for a back-end financial system. This is …;https://www.mountaingoatsoftware.com/blog/writing-user-stories-for-back-end-systems
9178a943f8db1892c3ceaabdab78afb0;Feb 10, 2008;Writing the Product Backlog Just in Time and Just Enough;This article addresses the issue of how much detail should be included in product backlog items and …;https://www.mountaingoatsoftware.com/articles/writing-the-product-backlog-just-in-time-and-just-enough
6876693da3fbc9315145a35b5f0dc211;Jan 25, 2008;The US-Russian War of 1981;Sticky ideas and stories aren't necessarily bad  they are just things that change our attention at …;https://www.mountaingoatsoftware.com/blog/the-us-russian-war-of-1981
346c5e8e5284e81efe6ef74c8f3e202a;Jan 04, 2008;Patterns of Agile Adoption;There are many ways to transition to an agile process. Choosing the approach that is most likely to …;https://www.mountaingoatsoftware.com/articles/patterns-of-agile-adoption
d370a736ffbdb4635a9a5a83e9b9b700;Jan 01, 2008;Do Products Owners Evolve As a Species?;What my friend had found is that his product owners had evolved in adaptation to their environment, …;https://www.mountaingoatsoftware.com/blog/do-products-owners-evolve-as-a-species
81e5f27b4ffcf1d485b9d55d490f9e5f;Dec 11, 2007;Should Companies Measure Productivity in Story Points / Ideal Days?;One measure we may want to include in our suite of metrics could be the responsiveness of the …;https://www.mountaingoatsoftware.com/blog/should-companies-measure-productivity-in-story-points-ideal-days
a3cd6c70ce87cb721675efa195cd3a09;Nov 07, 2007;Why I Don’t Use Story Points for Sprint Planning;I don't use story points for sprint planning because story points are a useful long-term measure. …;https://www.mountaingoatsoftware.com/blog/why-i-dont-use-story-points-for-sprint-planning
4d33892f318b22374eefcfa59f4d84db;Oct 11, 2007;Don’t Average During Planning Poker;While I want teams to come to agreement, I don't care how heartfelt the agreement is.;https://www.mountaingoatsoftware.com/blog/dont-average-during-planning-poker
0bf55291922521f97b4e35f27a1c0a81;Oct 11, 2007;Salesforce.com’s Three-Month Transition to Agile;Learn how Salesforce.com successfully completed one of the quickest, large-scale, big-bang agile …;https://www.mountaingoatsoftware.com/blog/salesforce.coms-three-month-transition-to-agile
9a8a10f399620119918df8e14bf7ccca;Sep 02, 2007;To Re-estimate or not  that is the question;When we estimate it is important that we not mix knowledge-before-the-fact with knowledge-after-the-fact.;https://www.mountaingoatsoftware.com/blog/to-re-estimate-or-not-that-is-the-question
69b02a00b419085cc9bbafeb5c398ec1;Aug 25, 2007;Looking Forward to the Next Twelve Months;It’s exciting to think about what the coming year holds for agile software development and for …;https://www.mountaingoatsoftware.com/blog/looking-forward-to-the-next-twelve-months
